IF,CEP,CEP_numeros,UF,Município,latitude,longitude,Instituicao
CAMPUS VIANA,"Viana, MA. CEP: 65215-970.",65215970,MA,Viana,-1.40259,-45.7795,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
CAMPUS ZÉ DOCA,"Zé Doca, MA. CEP: 65365-000.",65365000,MA,Zé Doca,-3.27014,-45.6553,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO"
COLÉGIO UNIVERSITÁRIO/UFMA,"São Luís, MA. CEP: 65030-005.",65030005,MA,São Luís,-2.53874,-44.2825,COLÉGIO UNIVERSITÁRIO/UFMA
COLÉGIO UNIVERSITÁRIO/UFMA,"São Luís, MA. CEP: 65030-005.",65030005,MA,São Luís,-2.53874,-44.2825,COLÉGIO UNIVERSITÁRIO/UFMA
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL","Campo Grande, MS. CEP: 79021-000.",79021000,MS,Campo Grande,-20.4486,-54.6295,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS CAMPO GRANDE,"Campo Grande, MS. CEP: 79100-510.",79100510,MS,Campo Grande,-20.4486,-54.6295,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS DE AQUIDAUANA,"Aquidauana, MS. CEP: 79200-000.",79200000,MS,Aquidauana,-20.4666,-55.7868,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS DE CORUMBÁ,"Corumbá, MS. CEP: 79331-040.",79331040,MS,Corumbá,-19.0077,-57651,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS DE COXIM,"Coxim, MS. CEP: 79400-000.",79400000,MS,Coxim,-18.5013,-54751,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS DE PONTA PORÃ,"Ponta Porã, MS. CEP: 79900-000.",79900000,MS,Ponta Porã,-22.5296,-55.7203,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS DE TRÊS LAGOAS,"Três Lagoas, MS. CEP: 79641-162.",79641162,MS,Três Lagoas,-20.7849,-51.7007,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS DOURADOS,"Dourados, MS. CEP: 79833-520.",79833520,MS,Dourados,-22.2231,-54812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS JARDIM,"Jardim, MS. CEP: 79240-000.",79240000,MS,Jardim,-21.4799,-56.1489,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS NAVIRAÍ,"Naviraí, MS. CEP: 79950-000.",79950000,MS,Naviraí,-23.0618,-54.1995,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
CAMPUS NOVA ANDRADINA,"Nova Andradina, MS. CEP: 79750-000.",79750000,MS,Nova Andradina,-22238,-53.3437,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS","Pouso Alegre, MG. CEP: 37550-000.",37550000,MG,Pouso Alegre,-22.2266,-45.9389,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS AVANÇADO CARMO DE MINAS,"Carmo de Minas, MG. CEP: 37472-000.",37472000,MG,Carmo de Minas,-22.1204,-45.1307,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS AVANÇADO TRÊS CORAÇÕES,"Três Corações, MG. CEP: 37410-000.",37410000,MG,Três Corações,-21.6921,-45.2511,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS INCONFIDENTES,"Inconfidentes, MG. CEP: 37576-000.",37576000,MG,Inconfidentes,-22.3136,-46.3264,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS MACHADO,"Machado, MG. CEP: 37750-000.",37750000,MG,Machado,-21.6778,-45.9219,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS MUZAMBINHO,"Muzambinho, MG. CEP: 37890-000.",37890000,MG,Muzambinho,-21.3692,-46.5213,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS PASSOS,"Passos, MG. CEP: 37903-358.",37903358,MG,Passos,-20.7193,-46609,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS POÇOS DE CALDAS,"Poços de Caldas, MG. CEP: 37701-103.",37701103,MG,Poços de Caldas,-21.78,-46.5692,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CAMPUS POUSO ALEGRE,"Pouso Alegre, MG. CEP: 37550-000.",37550000,MG,Pouso Alegre,-22.2266,-45.9389,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS"
CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,"Belo Horizonte, MG. CEP: 30421-169.",30421169,MG,Belo Horizonte,-19.9102,-43.9266,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED ARAXA,"Araxá, MG. CEP: 38180-510.",38180510,MG,Araxá,-19.5902,-46.9438,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED BELO HORIZONTE,"Belo Horizonte, MG. CEP: 30421-169.",30421169,MG,Belo Horizonte,-19.9102,-43.9266,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED CONTAGEM,"Contagem, MG. CEP: 32210-160.",32210160,MG,Contagem,-19.9321,-44.0539,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED CURVELO,"Curvelo, MG. CEP: 35790-000.",35790000,MG,Curvelo,-18.7527,-44.4303,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED DIVINÓPOLIS,"Divinópolis, MG. CEP: 35502-036.",35502036,MG,Divinópolis,-20.1446,-44.8912,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED LEOPOLDINA,"Leopoldina, MG. CEP: 36700-000.",36700000,MG,Leopoldina,-21.5296,-42.6421,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED NEPOMUCENO,"Nepomuceno, MG. CEP: 37250-000.",37250000,MG,Nepomuceno,-21.2324,-45235,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED TIMÓTEO,"Timóteo, MG. CEP: 35180-008.",35180008,MG,Timóteo,-19.5811,-42.6471,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
UNED VARGINHA,"Varginha, MG. CEP: 37022-560.",37022560,MG,Varginha,-19.7006,-44556,CEFET-MG - CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS","Belo Horizonte, MG. CEP: 30575-180.",30575180,MG,Belo Horizonte,-19.9102,-43.9266,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS AVANÇADO ARCOS,"Arcos, MG. CEP: 35588-000.",35588000,MG,Arcos,-20.2863,-45.5373,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS AVANÇADO CONSELHEIRO LAFAIETE,"Conselheiro Lafaiete, MG. CEP: 36400-000.",36400000,MG,Conselheiro Lafaiete,-20.6634,-43.7846,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS AVANÇADO DE PIUMHI,"Piumhi, MG. CEP: 37925-000.",37925000,MG,Piumhi,-20.4762,-45.9589,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS AVANÇADO IPATINGA,"Ipatinga, MG. CEP: 35164-261.",35164261,MG,Ipatinga,-19.4703,-42.5476,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS AVANÇADO ITABIRITO,"Itabirito, MG. CEP: 35450-000.",35450000,MG,Itabirito,-20.2501,-43.8038,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS AVANÇADO PONTE NOVA,"Ponte Nova, MG. CEP: 35430-034.",35430034,MG,Ponte Nova,-20.2438,-42.7379,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS BAMBUÍ,"Bambuí, MG. CEP: 38900-000.",38900000,MG,Bambuí,-20.0166,-45.9754,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS BETIM,"Betim, MG. CEP: 32656-840.",32656840,MG,Betim,-19.9668,-44.2008,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS CONGONHAS,"Congonhas, MG. CEP: 36415-000.",36415000,MG,Congonhas,-20.4958,-43851,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS FORMIGA,"Formiga, MG. CEP: 35570-000.",35570000,MG,Formiga,-20.4618,-45.4268,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS GOVERNADOR VALADARES,"Governador Valadares, MG. CEP: 35057-760.",35057760,MG,Governador Valadares,-18.8545,-41.9555,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS OURO BRANCO,"Ouro Branco, MG. CEP: 36420-000.",36420000,MG,Ouro Branco,-20.5263,-43.6962,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS OURO PRETO,"Ouro Preto, MG. CEP: 35400-000.",35400000,MG,Ouro Preto,-20.3796,-43512,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS RIBEIRÃO DAS NEVES,"Ribeirão das Neves, MG. CEP: 33880-220.",33880220,MG,Ribeirão das Neves,-19.7621,-44.0844,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS SABARÁ,"Sabará, MG. CEP: 34515-640.",34515640,MG,Sabará,-19884,-43.8263,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS SANTA LUZIA,"Santa Luzia, MG. CEP: 33115-390.",33115390,MG,Santa Luzia,-19.7548,-43.8497,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
CAMPUS SÃO JOÃO EVANGELISTA,"São João Evangelista, MG. CEP: 39705-000.",39705000,MG,São João Evangelista,-18548,-42.7655,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
POLO DE INOVAÇÃO FORMIGA,"Formiga, MG. CEP: 35570-000.",35570000,MG,Formiga,-20.4618,-45.4268,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS"
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS","Montes Claros, MG. CEP: 39400-149.",39400149,MG,Montes Claros,-16.7282,-43.8578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS ALMENARA,"Almenara, MG. CEP: 39900-000.",39900000,MG,Almenara,-16.1785,-40.6942,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS ARAÇUAÍ,"Araçuaí, MG. CEP: 39600-000.",39600000,MG,Araçuaí,-16.8523,-42.0637,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS ARINOS,"Arinos, MG. CEP: 38680-000.",38680000,MG,Arinos,-15.9187,-46.1043,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS AVANÇADO JANAÚBA,"Janaúba, MG. CEP: 39440-000.",39440000,MG,Janaúba,-15.8022,-43.3132,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS AVANÇADO PORTEIRINHA,"Porteirinha, MG. CEP: 39520-000.",39520000,MG,Porteirinha,-15.7993,-43.2941,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS DIAMANTINA,"Diamantina, MG. CEP: 39100-000.",39100000,MG,Diamantina,-18.2413,-43.6031,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS JANUÁRIA,"Januária, MG. CEP: 39480-000.",39480000,MG,Januária,-15.4802,-44.3639,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS MONTES CLAROS,"Montes Claros, MG. CEP: 39404-058.",39404058,MG,Montes Claros,-16.7282,-43.8578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS PIRAPORA,"Pirapora, MG. CEP: 39270-000.",39270000,MG,Pirapora,-17.3392,-44934,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS SALINAS,"Salinas, MG. CEP: 39560-000.",39560000,MG,Salinas,-16.1753,-42.2964,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
CAMPUS TEÓFILO OTONI,"Teófilo Otoni, MG. CEP: 39802-000.",39802000,MG,Teófilo Otoni,-17.8595,-41.5087,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS"
